name,mass,discovery,year,lat,lng
San Emigdio,36000,found,1887,36,-119
Crab Orchard,48500,found,1887,35.83333,-84.91667
Carlton,81200,found,1887,31.91667,-98.03333
Mount Joy,384000,found,1887,39.78333,-77.21667
Ochansk,500000,observed,1887,57.78333,55.26667
Franklinville,108,found,1888,38.5,-100
Thomson,218,found,1888,33.46667,-82.48333
Carcote,392,found,1888,-24,-69
Minas Gerais,1224,found,1888,-18.5,-44
Lonaconing,1400,found,1888,39.41667,-79.15
Haniet-el-Beguel,2000,found,1888,32.48333,4.4
Thurlow,5500,found,1888,44.75,-77.58333
Cowra,5560,found,1888,-33.85,148.68333
Pirapora,6175,found,1888,-17.3,-45
Welland,8200,found,1888,43.01667,-79.21667
Eli Elwah,15200,found,1888,-34.5,144.71667
La Primitiva,27400,found,1888,-19.91667,-69.81667
Bella Roca,33000,found,1888,24.9,-105.4
BischtÃ_be,48250,found,1888,51.95,62.2
St. Genevieve County,244500,found,1888,37.96667,-90.31667
Ameca-Ameca,1.2,found,1889,20.58333,-104.06667
Ferguson,220,observed,1889,36.1,-81.41667
Iron River,1420,found,1889,46.07944,-88.55972
Moctezuma,1700,found,1889,29.8,-109.66667
Dexter,1724,found,1889,33.81667,-97
Hopper,1800,found,1889,36.55,-79.78333
Travis County (b),5900,found,1889,30.55556,-97.95278
Mighei,8000,observed,1889,48.06667,30.96667
LundsgÃ¥rd,11000,observed,1889,56.21667,13.03333
Ergheo,20000,observed,1889,1.16667,44.16667
Jelica,34000,observed,1889,43.83333,20.44167
Apoala,85000,found,1889,17.7,-97
Gilgoin,147000,found,1889,-30.38333,147.2
Travis County (a),175400,found,1889,30.3,-97.7
Kenton County,194000,found,1889,38.81667,-84.6
Nawapali,105,observed,1890,21.25,83.66667
Kakangari,350,observed,1890,12.38333,78.51667
Summit,1000,found,1890,34.2,-86.48333
Hassi-Jekna,1250,observed,1890,28.95,0.81667
Blue Tier,1400,found,1890,-41.18333,148.03333
Western Arkansas,1750,found,1890,35,-94
Nagy-VÃ¡zsony,2000,found,1890,46.98333,17.7
St. Germain-du-Pinel,4000,observed,1890,48.01667,-1.15
Collescipoli,5000,observed,1890,42.53333,12.61667
Misshof,5800,observed,1890,56.66667,23
Bridgewater,13600,found,1890,35.71667,-81.86667
Villedieu,14000,found,1890,47.91667,4.35
Franceville,18800,found,1890,38.81667,-104.61667
Shirahagi,22700,found,1890,36.7,137.36667
Farmington,89400,observed,1890,39.75,-97.03333
Forest City,152000,observed,1890,43.25,-93.66667
Sacramento Mountains,237200,found,1890,32.91667,-104.66667
Morland,295000,found,1890,39.33333,-100.06667
Augustinovka,400000,found,1890,48.06667,35.08333
Jianshi,600000,observed,1890,30.80833,109.5
Jonesboro,30,found,1891,36.3,-82.46667
GuÃªa,1915,observed,1891,43.76667,20.23333
Ternera,1980,found,1891,-27.33333,-69.8
Bald Eagle,3200,found,1891,41.28333,-77.05
Kingston,12900,found,1891,32.9,-107.73333
Toubil River,22000,found,1891,55.88333,89.1
Forsyth County,22700,found,1891,36.1,-80.2
Indarch,27000,observed,1891,39.75,46.66667
Long Island,564000,found,1891,39.93333,-99.6
Canyon Diablo,30000000,found,1891,35.05,-111.03333
Cross Roads,167,observed,1892,35.63333,-78.13333
Morradal,2750,found,1892,62,7.66667
Cobija,6530,found,1892,-22.56667,-70.25
Saotome,10880,found,1892,36.5,137
Moonbi,13200,found,1892,-30.91667,151.28333
Bansur,15000,observed,1892,27.7,76.33333
Bath,21000,observed,1892,45.41667,-98.31667
Dayton,26300,found,1892,39.75,-84.16667
GuareÃ±a,39000,observed,1892,38.73333,-6.01667
Ballinoo,42200,found,1892,-27.7,115.76667
Roebourne,86860,found,1892,-22.33333,118
Bherai,100,observed,1893,20.83333,71.46667
Kofa,490,found,1893,33.5,-114
Pricetown,900,observed,1893,39.11667,-83.85
South Bend,2500,found,1893,41.65,-86.21667
Prairie Dog Creek,2900,found,1893,39.63333,-100.5
Zabrodje,3000,observed,1893,55.18333,27.91667
Persimmon Creek,5000,found,1893,35.05,-84.23333
Plymouth,14000,found,1893,41.33333,-86.31667
Beaver Creek,14000,observed,1893,51.16667,-117.33333
Kaufman,23000,found,1893,32.58333,-96.41667
Oroville,24500,found,1893,39.68333,-121.63333
El Capitan,27500,found,1893,33.5,-105.5
Los Martinez,25,observed,1894,38,-0.83333
Savtschenskoje,2500,observed,1894,47.21667,29.86667
Hildreth,3060,found,1894,40.33333,-99.03333
Sam's Valley,6920,found,1894,42.53333,-122.875
Canton,7030,found,1894,34.2,-84.48333
Bori,8600,observed,1894,21.95,78.03333
Arlington,8940,found,1894,44.6,-94.1
Fisher,17600,observed,1894,47.81667,-96.85
Jerome (Kansas),29600,found,1894,38.76667,-100.73333
Ness County (1894),82000,found,1894,38.5,-99.6
Hayden Creek,270,found,1895,45,-114
Pampa del Infierno,896,found,1895,-26.68333,-61.08333
Bishunpur,1039,observed,1895,25.38333,82.6
Rockhampton,1641,observed,1895,-23.38333,150.51667
Oscuro Mountains,3600,found,1895,33.63333,-106.38333
Nagy-BorovÃ©,6100,observed,1895,49.16667,19.5
Ambapur Nagla,6400,observed,1895,27.66667,78.25
Nocoleche,20000,found,1895,-29.86667,144.21667
Reed City,20000,found,1895,43.86667,-85.51667
Oakley (stone),27700,found,1895,38.95,-101.01667
Atemajac,94.2,observed,1896,20.06667,-103.66667
Madrid,400,observed,1896,40.41667,-3.71667
Ottawa,840,observed,1896,38.6,-95.21667
Lesves,2000,observed,1896,50.36667,4.73333
Rosario,2700,found,1896,14.6,-88.68333
Luis Lopez,7000,found,1896,34,-106.96667
Bolivia,21250,found,1896,0,0
Covert,61000,found,1896,39.2,-98.78333
Loreto,94800,found,1896,26.01667,-111.36667
Arispe,683000,found,1896,30.33333,-109.98333
Delhi,0.8,observed,1897,28.56667,77.25
Mount Morris (New York),12.5,found,1897,42.7,-77.88333
Kangra Valley,400,observed,1897,32.08333,76.3
Nio,467,observed,1897,34.2,131.56667
Higashi-koen,750,observed,1897,33.6,130.43333
Meuselbach,870,observed,1897,50.58333,11.1
Gambat,6400,observed,1897,27.35,68.53333
Lancon,7000,observed,1897,43.75,5.11667
Los Reyes,19500,found,1897,19.26667,-97.28333
Mungindi,51300,found,1897,-28.93333,148.95
San Angelo,88000,found,1897,31.41667,-100.35
Zavid,95000,observed,1897,44.4,19.11667
Bond Springs,6.2,found,1898,-23.5,133.83333
Andryushki,26.6,found,1898,49.65,29.63333
Mjelleim,100.7,observed,1898,61.73333,5.93333
Zaisho,330,observed,1898,33.7,133.8
Mariaville,340,observed,1898,42.71667,-99.38333
Mount Ouray,900,found,1898,38.41667,-106.21667
Iredell,1500,found,1898,31.96667,-97.86667
Andover,3200,observed,1898,44.61667,-70.75
Alt Bela,4000,found,1898,49.76667,18.25
Mart,7140,found,1898,31.5,-96.88333
Quesa,10750,observed,1898,39,-0.66667
Cedartown,11300,found,1898,34.01667,-85.26667
Kodaikanal,15900,found,1898,10.26667,77.4
Sierra Gorda,26000,found,1898,-22.9,-69.35
Bendock,27000,found,1898,-37.15,148.91667
Weaver Mountains,38800,found,1898,34.25,-112.75
Armanty,28000000,found,1898,47,88
Castray River,10,found,1899,-41.5,145.41667
Gerona,148,found,1899,41.96667,2.81667
Peramiho,165,observed,1899,-10.66667,35.5
Donga Kohrod,230,observed,1899,21.86667,82.45
Rancho de la Presa,300,observed,1899,19.86667,-100.81667
Surprise Springs,1500,found,1899,34.16667,-115.91667
Illinois Gulch,2500,found,1899,46.68333,-112.55
Red Willow,2750,found,1899,40.25,-100.5
Magnesia,5000,observed,1899,37.86667,27.51667
Kissij,5500,found,1899,54.86667,50.88333
Zomba,7500,observed,1899,-15.18333,35.28333
Murphy,7700,found,1899,35.1,-84.03333
Allegan,32000,observed,1899,42.53333,-85.88333
BjurbÃ¶le,330000,observed,1899,60.4,25.8
Norin-Shibir,3.5,found,1900,51.85,107.91667
Selcany,20,found,1900,49.75,14.41667
Karagai,115,found,1900,51.11667,57.91667
Ovambo,121.5,observed,1900,-18,16
Emmaville,127,observed,1900,-29.46667,151.61667
Forsbach,240,observed,1900,50.95,7.31667
Sterling,679.5,found,1900,40.6,-103.18333
Leonovka,700,observed,1900,52.26667,32.85
Boogaldi,2000,found,1900,-31.15,149.11667
Kansas University,2800,found,1900,0,0
Felix,3200,observed,1900,32.53333,-87.16667
Rhine Villa,3325,found,1900,-34.66667,139.28333
OfehÃ©rtÃ_,3750,observed,1900,47.88333,22.03333
Alexandrovsky,9251,observed,1900,50.95,31.81667
La Porte,14540,found,1900,41.6,-86.71667
Cedar (Texas),26000,found,1900,29.82806,-96.90861
N'Goureyma,37500,observed,1900,13.85,-4.38333
Jemlapur,450,observed,1901,0,0
Gay Gulch,483,found,1901,63.91667,-139.33333
Chervettaz,705,observed,1901,46.55,6.81667
Paulding County,725,found,1901,34,-84.8
Hendersonville,6000,found,1901,35.31667,-81.46667
Sindhri,8400,observed,1901,26.21667,69.55
Hvittis,14000,observed,1901,61.18333,22.68333
Ashfork,27000,found,1901,35.25,-112.5
Saline,30800,found,1901,39.4,-100.4
Phillips County (stone),57900,observed,1901,40,-99.25
Caratash,8,observed,1902,38.5,27
Nuleri,120,found,1902,-27.83333,123.86667
Achiras,780,observed,1902,-33.16667,-64.95
Kamsagar,1293,observed,1902,14.18333,75.8
Crumlin,4255,observed,1902,54.61667,-6.21667
Chinautla,5720,found,1902,14.5,-90.5
Mount Browne,11300,observed,1902,-29.8,141.7
Veliko-Nikolaevsky Priisk,24267,found,1902,53.83333,97.33333
Marjalahti,45000,observed,1902,61.5,30.5
Finmarken,78300,found,1902,70,24
Bath Furnace,86000,observed,1902,38.25,-83.75
Willamette,15500000,found,1902,45.36667,-122.58333
Menziswyl,28.9,observed,1903,46.81867,7.21817
Rich Mountain,668,observed,1903,35.03333,-83.03333
Tyumen,750,observed,1903,57.16667,65.53333
Valdinizza,1004,observed,1903,44.86667,9.15
Dokachi,3840,observed,1903,23.5,90.33333
Providence,6804,found,1903,38.56667,-85.23333
Yarroweyah,9600,found,1903,-35.98333,145.58333
Teocaltiche,10000,found,1903,21.43333,-102.56667
Mount Dyrring,11300,found,1903,-32.33333,151.2
Lancaster County,13000,found,1903,40.66667,-96.75
St. Mark's,13780,observed,1903,-32.01667,27.41667
Billings,24500,found,1903,37.06667,-93.55
Cumpas,28600,found,1903,30,-109.66667
Kansas City (1903),36000,found,1903,39.1,-94.63333
Uberaba,40000,observed,1903,-19.81667,-48.78333
Jackalsfontein,48000,observed,1903,-32.5,21.9
Uwet,54000,found,1903,5.28333,8.25
Tlacotepec,71000,found,1903,18.65,-97.55
Knowles,161000,found,1903,36.9,-100.21667
Tamarugal,320000,found,1903,-20.8,-69.66667
Davis Mountains,689000,found,1903,30.75,-104.25
Kouga Mountains,1173000,found,1903,-33.61667,24
Lefroy,3.3,found,1904,-40.73333,146.96667
Barnaul,23.2,observed,1904,52.73333,84.08333
Puerta de Arauco,1533,found,1904,-28.88333,-66.66667
Lipovsky,3500,found,1904,49.08333,42.51667
Okano,4742,observed,1904,35.08333,135.2
Gumoschnik,5700,observed,1904,42.9,24.7
Chambord,6600,found,1904,48.45,-72.06667
Shelburne,18600,observed,1904,44.05,-80.16667
Delegate,27700,found,1904,-37,149.03333
Puente del Zacate,30790,found,1904,27.86667,-101.5
Bagnone,48000,found,1904,44.31667,9.98333
Kota-Kota,334,found,1905,-13.01667,34.2
Kanzaki,483,found,1905,33.3,130.36667
Minnichhof,550,observed,1905,47.7,16.6
Tomakovka,600,observed,1905,47.85,34.76667
Scott City,2135,found,1905,38.46667,-100.93333
Bholghati,2500,observed,1905,22.08333,86.9
Coon Butte,2750,found,1905,35,-111
Las Salinas,3515,found,1905,-23,-69.5
Garraf,8800,found,1905,41.26667,1.91667
Ellerslie,10200,found,1905,-28.9,146.76667
Skookum,16000,found,1905,63.91667,-139.33333
Karkh,22000,observed,1905,27.8,67.16667
El Perdido,30250,found,1905,-38.68333,-61.1
Modoc (1905),35000,observed,1905,38.5,-101.1
Kirbyville,97.7,observed,1906,30.75,-95.95
Kijima (1906),331,observed,1906,36.85,138.38333
Krutikha,845.2,observed,1906,56.8,77
Diep River,1000,observed,1906,-33.75,18.56667
Blackwell,2381,observed,1906,36.83333,-97.33333
Vishnupur,2437,observed,1906,23.1,87.43333
Marburg,3000,found,1906,50.81667,8.76667
Kulp,3719,observed,1906,41.11667,45
Elm Creek,7000,found,1906,38.5,-96.2
Perryville,17500,found,1906,37.73333,-89.85
Duchesne,22700,found,1906,40.38333,-110.86667
Selma,140600,found,1906,32.4,-87
Muonionalusta,230000,found,1906,67.8,23.1
NÃ_s,375,found,1907,59.18333,12.21667
Domanitch,438,observed,1907,40,29
Fairburn,445,found,1907,43.603,-103.026
Bowden,603,found,1907,-33,26.4
Leighton,877,observed,1907,34.58333,-87.5
Bali,1000,observed,1907,5.38333,16.38333
Simondium,1600,found,1907,-33.85,18.95
Cleburne,6800,found,1907,32.31667,-97.41667
Chainpur,8200,observed,1907,25.85,83.48333
Shrewsbury,12000,found,1907,39.76667,-76.66667
Mount Ayliff,13600,found,1907,-30.81667,29.35
Bodaibo,15900,found,1907,57.85,114.2
Norfolk,23000,found,1907,36.9,-76.3
Ainsworth,80650,found,1907,42.6,-99.8
Huizopa,140000,found,1907,28.9,-108.56667
Guffey,309000,found,1907,38.76667,-105.51667
Imperial,4,found,1908,32.86667,-115.58333
Salina,235,found,1908,38.98333,-111.85
Sete Lagoas,350,observed,1908,-19.46667,-44.21667
Pickens County,400,found,1908,34.5,-84.5
Novy-Projekt,1001,observed,1908,56,22
Avce,1230,observed,1908,46,13.5
Yarri,1500,found,1908,-29.45,121.21667
Kangean,1630,observed,1908,-7,115.5
Kagarlyk,1900,observed,1908,49.86667,30.83333
Mokoia,4500,observed,1908,-39.63333,174.4
Palmersville,9979,found,1908,36.4665,-88.60283
Arltunga,18100,found,1908,-23.33333,134.66667
Quinn Canyon,1450000,found,1908,38.08333,-115.53333
CratheÃºs (1950),367,found,1909,0,0
Blanket,5100,observed,1909,31.83333,-98.83333
Gifu,14290,observed,1909,35.53333,136.88333
TeplÃ¡,17000,found,1909,49.98333,12.86667
Gun Creek,22700,found,1909,34,-111
Hermitage Plains,32000,found,1909,-31.73333,146.4
Haskell,36000,found,1909,33.21333,-99.73167
Ahumada,52600,found,1909,30.7,-105.5
Rateldraai,549000,found,1909,-28.83333,21.13333
Mount Dooling,734000,found,1909,-29.45,119.71667
Murnpeowie,1143000,found,1909,-29.58333,139.9
Lakangaon,212.5,observed,1910,21.86667,76.03333
Paitan,515,observed,1910,17.74333,120.45583
Britstown,544,found,1910,-30.58333,23.55
Grzempach,690,observed,1910,52.86667,16.63333
Hashima,1110.6,observed,1910,35.2945,136.70033
Blithfield,1830,found,1910,45.5,-77
Schaap-Kooi,2700,found,1910,-32.08333,21.33333
Cadell,3290,found,1910,-34.06667,139.75
Baroti,4500,observed,1910,31.61667,76.8
Rica Aventura,5395,found,1910,-21.98333,-69.61667
Hedjaz,6100,observed,1910,27.33333,35.66667
Mirzapur,8510,observed,1910,25.68333,83.25
Khohar,9700,observed,1910,25.1,81.53333
Tendo,10100,found,1910,38.35,140.37333
Pooposo,12000,found,1910,-18.33333,-66.83333
Dorofeevka,12600,found,1910,53.33333,70.06667
Huntsman,14500,found,1910,41.18333,-103
Vigarano,15000,observed,1910,44.85,11.4
St. Michel,17000,observed,1910,61.65,27.2
Palahatchie,0,observed,1910,32.31667,-89.71667
Tonk,7.7,observed,1911,24.65,76.86667
Erevan,107.2,observed,1911,40.3,44.5
Kilbourn,772,observed,1911,43.58333,-89.6
Oberlin,2500,found,1911,39.8,-100.51667
Kermichel,3000,found,1911,47.65,-2.76667
Vicenice,4370,found,1911,49.21667,15.8
Nakhla,10000,observed,1911,31.31667,30.35
Cullison,10000,found,1911,37.61667,-98.91667
Demina,16400,observed,1911,51.46667,84.76667
Cruz del Aire,23000,found,1911,26.5,-100
Mundrabilla,24000000,found,1911,-30.78333,127.55
Gerzeh,0,found,1911,29.31667,31.28333
Tarbagatai,370,found,1912,51.36667,107.38333
Leeuwfontein,460,observed,1912,-25.66667,28.36667
Adelie Land,1000,found,1912,-67.18333,142.38333
Shupiyan,5000,observed,1912,33.71667,74.83333
Binda,5400,found,1912,-34.31667,149.38333
Bishop Canyon,8600,found,1912,38,-108.5
Floydada,12500,found,1912,33.98333,-101.28333
N'Kandhla,17200,observed,1912,-28.56667,30.7
Gretna,82000,found,1912,39.93333,-99.21667
Molong,104000,found,1912,-33.28333,148.88333
Colomera,134000,found,1912,37.43333,-3.65
Holbrook,220000,observed,1912,34.9,-110.18333
Banswal,14,observed,1913,30.4,78.2
Kamiomi,448,observed,1913,36.04167,139.95667
Moore County,1880,observed,1913,35.41667,-79.38333
VarpaisjÃ_rvi,2000,found,1913,63.3,27.73333
Cookeville,2300,found,1913,36.16667,-85.51667
Sakauchi,4180,observed,1913,35.66667,136.3
Culbertson,5900,found,1913,40.23333,-100.83333
Burkett,8400,found,1913,32.03333,-99.25
Owens Valley,192800,found,1913,37.46667,-118
Chinga,209400,found,1913,51.05833,94.4
Mount Edith,326000,found,1913,-22.5,116.16667
Cartoonkana,294,found,1914,-29.75,141.03333
NyirÃ¡brany,1100,observed,1914,47.55,22.025
KisvarsÃ¡ny,1550,observed,1914,48.16667,22.30833
Yandama,5800,found,1914,-29.75,141.03333
Lushton,6700,found,1914,40.74972,-97.74972
Ryechki,13000,observed,1914,51.13333,34.5
Kopjes Vlei,13600,found,1914,-29.3,21.15
Saint-Sauveur,14000,observed,1914,43.73333,1.38333
Appley Bridge,15000,observed,1914,53.58333,-2.71667
Palinshih,18000,observed,1914,43.48333,118.61667
Artracoona,20810,found,1914,-29.06667,139.91667
CratheÃºs (1931),27500,found,1914,-5.25,-40.5
Carraweena,31600,found,1914,-29.23333,139.93333
Kuttippuram,45000,observed,1914,10.83333,76.03333
Willow Creek,51000,found,1914,43.46667,-106.76667
Karee Kloof,92100,found,1914,-31.6,25.8
Ysleta,140700,found,1914,31.65,-106.18333
Morasko,290000,found,1914,52.46667,16.9
Suwa,203,found,1915,36.03333,138.08333
Chico Mountains,212,found,1915,29,-103.25
Visuni,594,observed,1915,25.45,70
Shiraiwa,950,found,1915,39.5,140.2
Naretha,5500,found,1915,-31,124.83333
Ilinskaya Stanitza,5621,found,1915,51.23333,57.38333
South Byron,6000,found,1915,43.03333,-78.03333
Uvalde,8200,found,1915,29.2,-99.76667
Waingaromia,9200,found,1915,-38.25,178.08333
Meester-Cornelis,24750,observed,1915,-6.23333,106.88333
Albin (pallasite),37600,found,1915,41.5,-104.1
Rosebud,54900,found,1915,30.81667,-97.05
Gladstone (iron),736600,found,1915,-23.9,151.3
Pampa de Agua Blanca,10,found,1916,-24.16667,-69.83333
Rampurhat,100,observed,1916,24.16667,87.76667
Fillmore,113,found,1916,49.883333,-103.6
Renqiu,355,observed,1916,38.66667,116.13333
Tomita,600,observed,1916,34.5,133.75
Baxter,611,observed,1916,36.75,-93.5
Ekh Khera,840,observed,1916,28.26667,78.78333
Okechobee,1000,found,1916,26.68333,-80.8
Sinai,1455,observed,1916,30.9,32.48333
Sultanpur,1710.5,observed,1916,25.93333,84.28333
Petropavlovka,1773,found,1916,48.2,43.73333
Slaghek's Iron,1900,found,1916,0,0
Calivo,2400,observed,1916,11.75,122.33333
Lost Creek,4018,found,1916,39.12417,-98.16778
Annaheim,13500,found,1916,52.33333,-104.86667
Angelica,14800,found,1916,44.25,-88.25
Mount Magnet,16600,found,1916,-28.16667,118.5
Cachari,23500,found,1916,-36.4,-59.5
Treysa,63000,observed,1916,50.91667,9.18333
Boguslavka,256000,observed,1916,44.55,131.63333
Silistra,0.15,observed,1917,44.11667,27.26667
SedikÃ¶y,240,observed,1917,38.3,27.13333
Ranchapur,290.4,observed,1917,23.98333,87.08333
Garhi Yasin,380,observed,1917,27.88333,68.53333
Independence,880,observed,1917,39.08333,-94.4
Troup,1020,observed,1917,32.16667,-95.1
Cranganore,1460,observed,1917,10.2,76.26667
Tulia (b),4800,found,1917,34.53333,-101.7
New Almelo,8000,found,1917,39.66667,-100
Strathmore,13400,observed,1917,56.58333,-3.25
Bluff (b),16000,found,1917,29.86306,-96.92667
Waterville,37125,found,1917,47.767778,-119.876389
Nan Yang Pao,52900,observed,1917,35.66667,103.5
Tulia (a),86000,found,1917,34.61667,-101.95
Pierceville (iron),100000,found,1917,37.86667,-100.66667
Colby (Wisconsin),104000,observed,1917,44.9,-90.28333
Youanmi,118400,found,1917,-29.5,118.75
Pei Xian,400000,found,1917,34.7,117
Plainview (1917),700000,found,1917,34.11667,-101.78333
Witklip Farm,22,observed,1918,-26,30
Thompson Brook,76.6,found,1918,-33.61667,115.91667
Donnybrook,414,found,1918,-33.61667,115.91667
Eustis,502,found,1918,28.83333,-81.68333
TanÃ©,905,observed,1918,35.43333,136.23333
Norfork,1050,observed,1918,36.21667,-92.26667
Logan,1315,found,1918,36.58333,-100.2
Ogallala,3300,found,1918,41.16667,-101.66667
Wood's Mountain,3867,found,1918,35.68333,-82.18333
Barbacena,9026,found,1918,-21.21667,-43.93333
Richardton,90000,observed,1918,46.88333,-102.31667
Yenberrie,132000,found,1918,-14.25,132.01667
Glasatovo,152000,observed,1918,57.35,37.61667
Kimble County,153800,found,1918,30.41667,-99.4
Saratov,200000,observed,1918,52.55,46.55
St. Mary's County,24.3,observed,1919,38.16667,-76.38333
Cacak,212,observed,1919,43.83889,20.33333
Freda,268,found,1919,46.38333,-101.23333
Zaffra,3000,found,1919,35,-94.75
Adhi Kot,4239,observed,1919,32.1,71.8
Raoyang,4910,observed,1919,38.2,115.7
Rembang,10000,observed,1919,-6.73333,111.36667
Somervell County,11800,found,1919,32.18333,-97.8
Cumberland Falls,17000,observed,1919,36.83333,-84.35
Anthony,20000,found,1919,37.08333,-98.05
Lake Brown,23400,found,1919,-31,118.5
Otchinjau,30000,found,1919,-16.5,14
Signal Mountain,63500,found,1919,32.5,-115.5
Bur-Gheluai,120000,observed,1919,5,48
Tuzla,236,found,1920,44.01667,28.63333
Simmern,1222,observed,1920,49.98333,7.53333
Atarra,1280,observed,1920,25.25417,80.625
Morrill,1387,found,1920,42.18333,-103.93333
Aguila Blanca,1440,observed,1920,-30.86667,-64.55
San Francisco Mountains,1700,found,1920,35,-112
Witchelina,3637,found,1920,-30,138
Chinguetti,4050,found,1920,20.25,-12.68333
Kushiike,4460,observed,1920,37.05,138.38333
Mayodan,15400,found,1920,36.38333,-79.86667
