name,mass,discovery,year,lat,lng
Allan Hills A78018,17.9,found,1978,-76.71667,159.66667
Allan Hills A78123,18.4,found,1978,-76.71667,159.66667
Allan Hills A78125,18.8,found,1978,-76.71667,159.66667
Allan Hills A78235,19.2,found,1978,-76.71667,159.66667
Allan Hills A78191,19.6,found,1978,-76.71667,159.66667
Allan Hills A78173,19.8,found,1978,-76.71667,159.66667
Allan Hills A78190,20.1,found,1978,-76.71667,159.66667
Allan Hills A78197,20.2,found,1978,-76.71667,159.66667
Allan Hills A78165,20.9,found,1978,-76.71667,159.66667
Allan Hills A78170,20.9,found,1978,-76.71667,159.66667
Meteorite Hills A78024,22.2,found,1978,-79.68333,155.75
Allan Hills A78169,22.2,found,1978,-76.71667,159.66667
Allan Hills A78171,22.5,found,1978,-76.71667,159.66667
Meteorite Hills A78021,22.6,found,1978,-79.68333,155.75
Allan Hills A78159,22.6,found,1978,-76.71667,159.66667
Allan Hills A78189,22.7,found,1978,-76.71667,159.66667
Allan Hills A78149,23.2,found,1978,-76.71667,159.66667
Allan Hills A78082,24,found,1978,-76.71667,159.66667
Allan Hills A78141,24.1,found,1978,-76.71667,159.66667
Allan Hills A78194,24.5,found,1978,-76.71667,159.66667
Allan Hills A78080,24.8,found,1978,-76.71667,159.66667
Allan Hills A78164,25.1,found,1978,-76.71667,159.66667
Allan Hills A78262,26.2,found,1978,-76.71667,159.66667
Allan Hills A78124,27.7,found,1978,-76.71667,159.66667
Allan Hills A78005,28.2,found,1978,-76.71667,159.66667
Reckling Peak A78005,28.7,found,1978,-76.26667,159.25
Meteorite Hills A78009,28.8,found,1978,-79.68333,155.75
Allan Hills A78027,29.2,found,1978,-76.71667,159.66667
Allan Hills A78172,29.4,found,1978,-76.71667,159.66667
Meteorite Hills A78004,30.3,found,1978,-79.68333,155.75
Allan Hills A78019,30.3,found,1978,-76.71667,159.66667
Allan Hills A78121,30.4,found,1978,-76.71667,159.66667
Allan Hills A78147,30.6,found,1978,-76.71667,159.66667
Allan Hills A78142,31.5,found,1978,-76.71667,159.66667
Allan Hills A78162,33.2,found,1978,-76.71667,159.66667
Allan Hills A78168,33.6,found,1978,-76.71667,159.66667
Allan Hills A78145,34.4,found,1978,-76.71667,159.66667
Allan Hills A78015,34.9,found,1978,-76.71667,159.66667
Allan Hills A78004,35.9,found,1978,-76.71667,159.66667
Meteorite Hills A78015,36.8,found,1978,-79.68333,155.75
Allan Hills A78012,38.1,found,1978,-76.71667,159.66667
Truckton,43.4,found,1978,38.58139,-104.07667
Allan Hills A78120,44.3,found,1978,-76.71667,159.66667
Meteorite Hills A78017,46.9,found,1978,-79.68333,155.75
Meteorite Hills A78022,48.5,found,1978,-79.68333,155.75
Allan Hills A78136,51.6,found,1978,-76.71667,159.66667
Meteorite Hills A78027,52.5,found,1978,-79.68333,155.75
Meteorite Hills A78023,55.6,found,1978,-79.68333,155.75
Meteorite Hills A78025,58.2,found,1978,-79.68333,155.75
Allan Hills A78133,59.9,found,1978,-76.71667,159.66667
Allan Hills A78157,63.4,found,1978,-76.71667,159.66667
Meteorite Hills A78020,63.7,found,1978,-79.68333,155.75
Allan Hills A78046,70,found,1978,-76.71667,159.66667
Allan Hills A78137,70,found,1978,-76.71667,159.66667
Meteorite Hills A78026,75.2,found,1978,-79.68333,155.75
Allan Hills A78063,76.7,found,1978,-76.71667,159.66667
Bates Nunataks A78005,81.8,found,1978,-80.25,153.5
Meteorite Hills A78018,81.9,found,1978,-79.68333,155.75
Allan Hills A78001,84.5,found,1978,-76.75,159.5
Allan Hills A78100,84.9,found,1978,-76.71667,159.66667
Meteorite Hills A78012,86.3,found,1978,-79.68333,155.75
Meteorite Hills A78019,91.1,found,1978,-79.68333,155.75
Los Lunas,94.5,found,1978,34.8125,-106.79167
Allan Hills A78049,95.8,found,1978,-76.71667,159.66667
Allan Hills A78052,97.3,found,1978,-76.71667,159.66667
Meteorite Hills A78014,100.5,found,1978,-79.68333,155.75
Allan Hills A78119,102.6,found,1978,-76.71667,159.66667
Deakin 001,109.5,found,1978,-30.88333,128.96667
Meteorite Hills A78016,114.1,found,1978,-79.68333,155.75
Meteorite Hills A78011,115.7,found,1978,-79.68333,155.75
Allan Hills A78041,117.5,found,1978,-76.71667,159.66667
Allan Hills A78051,119.5,found,1978,-76.71667,159.66667
Allan Hills A78101,121.2,found,1978,-76.71667,159.66667
Allan Hills A78003,124.8,found,1978,-76.71667,159.66667
Meteorite Hills A78008,125.5,found,1978,-79.68333,155.75
Allan Hills A78111,126.8,found,1978,-76.71667,159.66667
Allan Hills A78116,127.8,found,1978,-76.71667,159.66667
Allan Hills A78129,128.3,found,1978,-76.71667,159.66667
Allan Hills A78047,130.3,found,1978,-76.71667,159.66667
Allan Hills A78135,130.8,found,1978,-76.71667,159.66667
Meteorite Hills A78013,131.9,found,1978,-79.68333,155.75
Derrick Peak A78004,133.6,found,1978,-80.06667,156.38333
Derrick Peak A78003,144.2,found,1978,-80.06667,156.38333
Allan Hills A78153,151.7,found,1978,-76.71667,159.66667
Allan Hills A78128,154.7,found,1978,-76.71667,159.66667
Bates Nunataks A78001,160.7,found,1978,-80.25,153.5
Allan Hills A78110,160.7,found,1978,-76.71667,159.66667
Allan Hills A78044,164.1,found,1978,-76.71667,159.66667
Reckling Peak A78004,166.9,found,1978,-76.26667,159.25
Meteorite Hills A78005,172,found,1978,-79.68333,155.75
Allan Hills A78108,172.5,found,1978,-76.71667,159.66667
Meteorite Hills A78007,174.8,found,1978,-79.68333,155.75
Allan Hills A78053,179,found,1978,-76.71667,159.66667
Allan Hills A78048,190.6,found,1978,-76.71667,159.66667
Allan Hills A78127,194.5,found,1978,-76.71667,159.66667
Allan Hills A78107,198.4,found,1978,-76.71667,159.66667
Allan Hills A78074,200.2,found,1978,-76.71667,159.66667
Allan Hills A78040,211.7,found,1978,-76.71667,159.66667
Allan Hills A78042,214.1,found,1978,-76.71667,159.66667
Allan Hills A78085,219.3,found,1978,-76.71667,159.66667
Walnut Hill,220,found,1978,43.827,-70.24717
Allan Hills A78109,233.2,found,1978,-76.71667,159.66667
Meteorite Hills A78010,233.5,found,1978,-79.68333,155.75
Reckling Peak A78001,234.9,found,1978,-76.26667,159.25
Allan Hills A78131,268.8,found,1978,-76.71667,159.66667
Allan Hills A78076,275.6,found,1978,-76.71667,159.66667
Allan Hills A78075,280.6,found,1978,-76.71667,159.66667
Allan Hills A78078,290.3,found,1978,-76.71667,159.66667
Allan Hills A78113,298.6,found,1978,-76.71667,159.66667
Allan Hills A78039,299,found,1978,-76.71667,159.66667
Allan Hills A78077,330.6,found,1978,-76.71667,159.66667
Allan Hills A78102,336.9,found,1978,-76.71667,159.66667
Allan Hills A78038,363,found,1978,-76.71667,159.66667
Derrick Peak A78006,389.3,found,1978,-80.06667,156.38333
Allan Hills A78045,396.5,found,1978,-76.71667,159.66667
Meteorite Hills A78006,409.6,found,1978,-79.68333,155.75
Allan Hills A78134,458.3,found,1978,-76.71667,159.66667
Allan Hills A78106,464.5,found,1978,-76.71667,159.66667
Finney (c),492,found,1978,34.29833,-101.68333
Lishui,498,observed,1978,31.63333,118.98333
Meteorite Hills A78002,542.2,found,1978,-79.68333,155.75
Allan Hills A78103,589.7,found,1978,-76.71667,159.66667
Allan Hills A78126,606.9,found,1978,-76.71667,159.66667
Meteorite Hills A78001,624.4,found,1978,-79.68333,155.75
Allan Hills A78132,656,found,1978,-76.71667,159.66667
Allan Hills A78104,672.4,found,1978,-76.71667,159.66667
Allan Hills A78043,680,found,1978,-76.71667,159.66667
Derrick Peak A78016,750,found,1978,-80.06667,156.38333
Willard (a),800,found,1978,34.43333,-105.78333
Allan Hills A78114,808.1,found,1978,-76.71667,159.66667
Allan Hills A78115,847.6,found,1978,-76.71667,159.66667
Reid 006,920,found,1978,-30.6,128.48333
Allan Hills A78105,941.7,found,1978,-76.71667,159.66667
Allan Hills A78050,1045,found,1978,-76.71667,159.66667
Bates Nunataks A78004,1079,found,1978,-80.25,153.5
Derrick Peak A78015,1260,found,1978,-80.06667,156.38333
Reckling Peak A78003,1276,found,1978,-76.26667,159.25
Allan Hills A78251,1312,found,1978,-76.71667,159.66667
Leikanger,1513,found,1978,61.26667,6.85
Meteorite Hills A78003,1726,found,1978,-79.68333,155.75
Derrick Peak A78014,2250,found,1978,-80.06667,156.38333
Krider,2386,found,1978,34.46667,-103.92167
Allan Hills A78112,2485,found,1978,-76.71667,159.66667
Allan Hills A78130,2733,found,1978,-76.71667,159.66667
Allan Hills A78252,2789,found,1978,-76.71667,159.66667
Chitenay,4000,observed,1978,47.47083,0.97667
Bakhardok,4120,found,1978,38.6,58
Bates Nunataks A78002,4301,found,1978,-80.25,153.5
Claytonville (b),5136,found,1978,34.34833,-101.65833
Kress (c),5600,found,1978,34.33833,-101.71667
Allred,6570,found,1978,33.1,-102.95
Derrick Peak A78002,7188,found,1978,-80.06667,156.38333
Bouvante,8300,found,1978,44.92222,5.26778
Reckling Peak A78002,8483,found,1978,-76.26667,159.25
Gascoyne Junction,10000,found,1978,-24.5,115.18333
Derrick Peak A78013,10600,found,1978,-80.06667,156.38333
Novosibirsk,11410,found,1978,55,82.9
Derrick Peak A78007,11800,found,1978,-80.06667,156.38333
Allan Hills A78084,14280,found,1978,-76.71667,159.66667
Derrick Peak A78001,15200,found,1978,-80.06667,156.38333
Tinnie,15300,found,1978,33.38333,-105.25
Derrick Peak A78005,18600,found,1978,-80.06667,156.38333
Meteorite Hills A78028,20657,found,1978,-79.68333,155.75
Derrick Peak A78012,26000,found,1978,-80.06667,156.38333
Derrick Peak A78011,31800,found,1978,-80.06667,156.38333
Nuevo Mercurio,50000,observed,1978,24.3,-102.13333
Derrick Peak A78008,59400,found,1978,-80.06667,156.38333
Florey,110800,found,1978,32.5225,-102.705
Derrick Peak A78009,138100,found,1978,-80.06667,156.38333
Brainard,138300,found,1978,41.15333,-96.955
Derrick Peak A78010,0,found,1978,-80.06667,156.38333
Weiyuan,0,found,1978,35.26667,104.31667
Gove,0,found,1979,-12.26333,136.83833
Yamato 790034,0.29,found,1979,-71.5,35.66667
Yamato 792956,0.29,found,1979,-71.5,35.66667
Yamato 792923,0.3,found,1979,-71.5,35.66667
Yamato 793159,0.3,found,1979,-71.5,35.66667
Yamato 790328,0.31,found,1979,-71.5,35.66667
Yamato 792714,0.33,found,1979,-71.5,35.66667
Yamato 792749,0.33,found,1979,-71.5,35.66667
Yamato 793160,0.34,found,1979,-71.5,35.66667
Yamato 792957,0.35,found,1979,-71.5,35.66667
Yamato 792915,0.37,found,1979,-71.5,35.66667
Yamato 793138,0.37,found,1979,-71.5,35.66667
Yamato 793122,0.38,found,1979,-71.5,35.66667
Yamato 793154,0.39,found,1979,-71.5,35.66667
Yamato 791692,0.4,found,1979,-71.5,35.66667
Yamato 793133,0.4,found,1979,-71.5,35.66667
Yamato 793147,0.4,found,1979,-71.5,35.66667
Yamato 793440,0.4,found,1979,-71.5,35.66667
Yamato 790329,0.41,found,1979,-71.5,35.66667
Yamato 793098,0.41,found,1979,-71.5,35.66667
Yamato 793127,0.41,found,1979,-71.5,35.66667
Yamato 793158,0.41,found,1979,-71.5,35.66667
Yamato 793151,0.42,found,1979,-71.5,35.66667
Yamato 793118,0.43,found,1979,-71.5,35.66667
Yamato 793124,0.43,found,1979,-71.5,35.66667
Yamato 793137,0.43,found,1979,-71.5,35.66667
Yamato 793148,0.43,found,1979,-71.5,35.66667
Yamato 791142,0.44,found,1979,-71.5,35.66667
Yamato 793104,0.44,found,1979,-71.5,35.66667
Yamato 793130,0.44,found,1979,-71.5,35.66667
Yamato 793134,0.44,found,1979,-71.5,35.66667
Yamato 793144,0.44,found,1979,-71.5,35.66667
Yamato 793156,0.44,found,1979,-71.5,35.66667
Yamato 791667,0.45,found,1979,-71.5,35.66667
Yamato 793106,0.45,found,1979,-71.5,35.66667
Yamato 793141,0.45,found,1979,-71.5,35.66667
Yamato 793145,0.45,found,1979,-71.5,35.66667
Yamato 793149,0.45,found,1979,-71.5,35.66667
Yamato 793152,0.45,found,1979,-71.5,35.66667
Yamato 793116,0.46,found,1979,-71.5,35.66667
Yamato 793146,0.46,found,1979,-71.5,35.66667
Yamato 793074,0.47,found,1979,-71.5,35.66667
Yamato 793094,0.47,found,1979,-71.5,35.66667
Yamato 793128,0.47,found,1979,-71.5,35.66667
Yamato 793143,0.47,found,1979,-71.5,35.66667
Yamato 793153,0.47,found,1979,-71.5,35.66667
Yamato 790002,0.48,found,1979,-71.5,35.66667
Yamato 791140,0.48,found,1979,-71.5,35.66667
Yamato 793136,0.48,found,1979,-71.5,35.66667
Yamato 793123,0.49,found,1979,-71.5,35.66667
Yamato 793132,0.49,found,1979,-71.5,35.66667
Yamato 793270,0.49,found,1979,-71.5,35.66667
Yamato 790326,0.5,found,1979,-71.5,35.66667
Yamato 793101,0.5,found,1979,-71.5,35.66667
Yamato 793108,0.5,found,1979,-71.5,35.66667
Yamato 793120,0.5,found,1979,-71.5,35.66667
Yamato 793125,0.51,found,1979,-71.5,35.66667
Yamato 793135,0.51,found,1979,-71.5,35.66667
Yamato 793150,0.51,found,1979,-71.5,35.66667
Yamato 790106,0.52,found,1979,-71.5,35.66667
Yamato 793117,0.52,found,1979,-71.5,35.66667
Yamato 793157,0.52,found,1979,-71.5,35.66667
Yamato 790235,0.53,found,1979,-71.5,35.66667
Yamato 793097,0.53,found,1979,-71.5,35.66667
Yamato 793107,0.53,found,1979,-71.5,35.66667
Yamato 793139,0.53,found,1979,-71.5,35.66667
Yamato 793095,0.54,found,1979,-71.5,35.66667
Yamato 790327,0.55,found,1979,-71.5,35.66667
Yamato 793100,0.55,found,1979,-71.5,35.66667
Yamato 793109,0.55,found,1979,-71.5,35.66667
Yamato 793113,0.55,found,1979,-71.5,35.66667
Yamato 793131,0.55,found,1979,-71.5,35.66667
Yamato 793061,0.56,found,1979,-71.5,35.66667
Yamato 793091,0.56,found,1979,-71.5,35.66667
Yamato 793142,0.56,found,1979,-71.5,35.66667
Yamato 793155,0.56,found,1979,-71.5,35.66667
Yamato 790236,0.57,found,1979,-71.5,35.66667
Yamato 790324,0.57,found,1979,-71.5,35.66667
Yamato 793096,0.57,found,1979,-71.5,35.66667
Yamato 793103,0.57,found,1979,-71.5,35.66667
Yamato 791570,0.58,found,1979,-71.5,35.66667
Yamato 793105,0.58,found,1979,-71.5,35.66667
Yamato 793129,0.58,found,1979,-71.5,35.66667
Yamato 793217,0.58,found,1979,-71.5,35.66667
Yamato 793140,0.59,found,1979,-71.5,35.66667
Yamato 793102,0.6,found,1979,-71.5,35.66667
Yamato 793090,0.61,found,1979,-71.5,35.66667
Yamato 793114,0.61,found,1979,-71.5,35.66667
Yamato 793121,0.61,found,1979,-71.5,35.66667
Yamato 790357,0.62,found,1979,-71.5,35.66667
Yamato 791819,0.62,found,1979,-71.5,35.66667
Yamato 793075,0.62,found,1979,-71.5,35.66667
Yamato 793087,0.62,found,1979,-71.5,35.66667
Yamato 793115,0.62,found,1979,-71.5,35.66667
Yamato 793248,0.62,found,1979,-71.5,35.66667
Yamato 793078,0.63,found,1979,-71.5,35.66667
Yamato 793086,0.63,found,1979,-71.5,35.66667
Yamato 793099,0.63,found,1979,-71.5,35.66667
Yamato 793111,0.63,found,1979,-71.5,35.66667
Yamato 793126,0.63,found,1979,-71.5,35.66667
Yamato 792727,0.65,found,1979,-71.5,35.66667
Yamato 793079,0.65,found,1979,-71.5,35.66667
Yamato 793112,0.65,found,1979,-71.5,35.66667
Yamato 793073,0.66,found,1979,-71.5,35.66667
Yamato 790486,0.67,found,1979,-71.5,35.66667
Yamato 792642,0.67,found,1979,-71.5,35.66667
Yamato 793062,0.67,found,1979,-71.5,35.66667
Yamato 791524,0.68,found,1979,-71.5,35.66667
Yamato 792652,0.68,found,1979,-71.5,35.66667
Yamato 792996,0.68,found,1979,-71.5,35.66667
Yamato 793080,0.68,found,1979,-71.5,35.66667
Yamato 793110,0.68,found,1979,-71.5,35.66667
Yamato 793119,0.68,found,1979,-71.5,35.66667
Yamato 790323,0.69,found,1979,-71.5,35.66667
Yamato 790358,0.69,found,1979,-71.5,35.66667
Yamato 793033,0.69,found,1979,-71.5,35.66667
Yamato 793064,0.7,found,1979,-71.5,35.66667
Yamato 793068,0.7,found,1979,-71.5,35.66667
Yamato 793082,0.7,found,1979,-71.5,35.66667
Yamato 793083,0.7,found,1979,-71.5,35.66667
Yamato 793314,0.7,found,1979,-71.5,35.66667
Yamato 791525,0.71,found,1979,-71.5,35.66667
Yamato 793052,0.71,found,1979,-71.5,35.66667
Yamato 793067,0.71,found,1979,-71.5,35.66667
Yamato 793085,0.71,found,1979,-71.5,35.66667
Yamato 793089,0.71,found,1979,-71.5,35.66667
Yamato 793313,0.71,found,1979,-71.5,35.66667
Yamato 790234,0.72,found,1979,-71.5,35.66667
Yamato 793040,0.72,found,1979,-71.5,35.66667
Yamato 793084,0.72,found,1979,-71.5,35.66667
Yamato 793088,0.72,found,1979,-71.5,35.66667
Yamato 793027,0.73,found,1979,-71.5,35.66667
Yamato 793066,0.73,found,1979,-71.5,35.66667
Yamato 790320,0.74,found,1979,-71.5,35.66667
Yamato 791600,0.74,found,1979,-71.5,35.66667
Yamato 790359,0.75,found,1979,-71.5,35.66667
Yamato 793054,0.75,found,1979,-71.5,35.66667
Yamato 790229,0.76,found,1979,-71.5,35.66667
Yamato 790356,0.77,found,1979,-71.5,35.66667
Yamato 791529,0.77,found,1979,-71.5,35.66667
Yamato 793055,0.77,found,1979,-71.5,35.66667
Yamato 793058,0.77,found,1979,-71.5,35.66667
Yamato 793318,0.77,found,1979,-71.5,35.66667
Yamato 793366,0.77,found,1979,-71.5,35.66667
Yamato 791594,0.78,found,1979,-71.5,35.66667
Yamato 791650,0.78,found,1979,-71.5,35.66667
Yamato 793043,0.78,found,1979,-71.5,35.66667
Yamato 793059,0.78,found,1979,-71.5,35.66667
Yamato 793093,0.78,found,1979,-71.5,35.66667
Yamato 790325,0.79,found,1979,-71.5,35.66667
Yamato 793063,0.79,found,1979,-71.5,35.66667
Yamato 793072,0.79,found,1979,-71.5,35.66667
Yamato 793081,0.79,found,1979,-71.5,35.66667
Yamato 793267,0.79,found,1979,-71.5,35.66667
Yamato 793014,0.8,found,1979,-71.5,35.66667
Yamato 793053,0.8,found,1979,-71.5,35.66667
Yamato 790233,0.81,found,1979,-71.5,35.66667
Yamato 791696,0.81,found,1979,-71.5,35.66667
Yamato 793070,0.81,found,1979,-71.5,35.66667
Yamato 793092,0.81,found,1979,-71.5,35.66667
Yamato 791523,0.82,found,1979,-71.5,35.66667
Yamato 793038,0.82,found,1979,-71.5,35.66667
Yamato 790108,0.85,found,1979,-71.5,35.66667
Yamato 790937,0.85,found,1979,-71.5,35.66667
Yamato 790940,0.85,found,1979,-71.5,35.66667
Yamato 790941,0.85,found,1979,-71.5,35.66667
Yamato 791139,0.85,found,1979,-71.5,35.66667
Yamato 793028,0.85,found,1979,-71.5,35.66667
Yamato 793041,0.85,found,1979,-71.5,35.66667
Yamato 793042,0.85,found,1979,-71.5,35.66667
Yamato 791593,0.86,found,1979,-71.5,35.66667
Yamato 793056,0.86,found,1979,-71.5,35.66667
Yamato 793069,0.86,found,1979,-71.5,35.66667
Yamato 793336,0.86,found,1979,-71.5,35.66667
Yamato 791854,0.87,found,1979,-71.5,35.66667
Yamato 792518,0.87,found,1979,-71.5,35.66667
Yamato 793020,0.87,found,1979,-71.5,35.66667
Yamato 793057,0.87,found,1979,-71.5,35.66667
Yamato 793266,0.87,found,1979,-71.5,35.66667
Yamato 793486,0.87,found,1979,-71.5,35.66667
Yamato 793271,0.88,found,1979,-71.5,35.66667
Yamato 790102,0.89,found,1979,-71.5,35.66667
Yamato 791137,0.89,found,1979,-71.5,35.66667
Yamato 793032,0.89,found,1979,-71.5,35.66667
Yamato 793077,0.89,found,1979,-71.5,35.66667
Yamato 793181,0.89,found,1979,-71.5,35.66667
Yamato 793031,0.91,found,1979,-71.5,35.66667
Yamato 793060,0.91,found,1979,-71.5,35.66667
Yamato 793065,0.91,found,1979,-71.5,35.66667
Yamato 790962,0.92,found,1979,-71.5,35.66667
Yamato 793035,0.93,found,1979,-71.5,35.66667
Yamato 790104,0.94,found,1979,-71.5,35.66667
Yamato 790319,0.94,found,1979,-71.5,35.66667
Yamato 790321,0.94,found,1979,-71.5,35.66667
Yamato 790342,0.94,found,1979,-71.5,35.66667
Yamato 790931,0.94,found,1979,-71.5,35.66667
Yamato 791769,0.94,found,1979,-71.5,35.66667
Yamato 792851,0.94,found,1979,-71.5,35.66667
Yamato 793004,0.94,found,1979,-71.5,35.66667
Yamato 793045,0.94,found,1979,-71.5,35.66667
Yamato 793076,0.94,found,1979,-71.5,35.66667
Yamato 790232,0.95,found,1979,-71.5,35.66667
Yamato 790314,0.95,found,1979,-71.5,35.66667
Yamato 791399,0.95,found,1979,-71.5,35.66667
Yamato 793051,0.95,found,1979,-71.5,35.66667
Yamato 793317,0.95,found,1979,-71.5,35.66667
Yamato 793364,0.95,found,1979,-71.5,35.66667
Yamato 790934,0.96,found,1979,-71.5,35.66667
Yamato 791398,0.96,found,1979,-71.5,35.66667
Yamato 792657,0.96,found,1979,-71.5,35.66667
Yamato 792683,0.96,found,1979,-71.5,35.66667
Yamato 793037,0.96,found,1979,-71.5,35.66667
Yamato 792643,0.97,found,1979,-71.5,35.66667
Yamato 792752,0.97,found,1979,-71.5,35.66667
Yamato 792986,0.97,found,1979,-71.5,35.66667
Yamato 793010,0.97,found,1979,-71.5,35.66667
Yamato 793046,0.97,found,1979,-71.5,35.66667
Yamato 793071,0.97,found,1979,-71.5,35.66667
Yamato 790105,0.98,found,1979,-71.5,35.66667
Yamato 791902,0.98,found,1979,-71.5,35.66667
Yamato 791543,0.99,found,1979,-71.5,35.66667
Yamato 793026,0.99,found,1979,-71.5,35.66667
Yamato 793030,0.99,found,1979,-71.5,35.66667
Yamato 793049,0.99,found,1979,-71.5,35.66667
Yamato 793050,0.99,found,1979,-71.5,35.66667
Yamato 790936,1,found,1979,-71.5,35.66667
Yamato 791136,1,found,1979,-71.5,35.66667
Yamato 792659,1,found,1979,-71.5,35.66667
Yamato 793044,1,found,1979,-71.5,35.66667
Yamato 793502,1,found,1979,-71.5,35.66667
Yamato 791339,1.01,found,1979,-71.5,35.66667
Yamato 792509,1.01,found,1979,-71.5,35.66667
Yamato 793047,1.01,found,1979,-71.5,35.66667
Yamato 793419,1.01,found,1979,-71.5,35.66667
Yamato 793025,1.03,found,1979,-71.5,35.66667
Yamato 790317,1.04,found,1979,-71.5,35.66667
Yamato 793048,1.04,found,1979,-71.5,35.66667
Yamato 792658,1.05,found,1979,-71.5,35.66667
Yamato 790224,1.06,found,1979,-71.5,35.66667
Yamato 791555,1.06,found,1979,-71.5,35.66667
Yamato 791691,1.06,found,1979,-71.5,35.66667
Yamato 792639,1.06,found,1979,-71.5,35.66667
Yamato 791624,1.07,found,1979,-71.5,35.66667
Yamato 793007,1.07,found,1979,-71.5,35.66667
Yamato 791799,1.08,found,1979,-71.5,35.66667
Yamato 792514,1.08,found,1979,-71.5,35.66667
Yamato 792640,1.08,found,1979,-71.5,35.66667
Yamato 790912,1.09,found,1979,-71.5,35.66667
Yamato 793023,1.09,found,1979,-71.5,35.66667
Yamato 791947,1.1,found,1979,-71.5,35.66667
Yamato 793001,1.1,found,1979,-71.5,35.66667
Yamato 793016,1.1,found,1979,-71.5,35.66667
Yamato 790110,1.11,found,1979,-71.5,35.66667
Yamato 790933,1.11,found,1979,-71.5,35.66667
Yamato 793180,1.11,found,1979,-71.5,35.66667
Yamato 793282,1.11,found,1979,-71.5,35.66667
Yamato 793505,1.12,found,1979,-71.5,35.66667
Yamato 790309,1.13,found,1979,-71.5,35.66667
Yamato 790354,1.13,found,1979,-71.5,35.66667
Yamato 792955,1.13,found,1979,-71.5,35.66667
Yamato 793024,1.14,found,1979,-71.5,35.66667
Yamato 793363,1.15,found,1979,-71.5,35.66667
Yamato 790917,1.16,found,1979,-71.5,35.66667
Yamato 791135,1.16,found,1979,-71.5,35.66667
Yamato 793361,1.16,found,1979,-71.5,35.66667
Yamato 793469,1.16,found,1979,-71.5,35.66667
Yamato 790109,1.17,found,1979,-71.5,35.66667
Yamato 790322,1.17,found,1979,-71.5,35.66667
Yamato 790932,1.17,found,1979,-71.5,35.66667
Yamato 791094,1.17,found,1979,-71.5,35.66667
Yamato 791550,1.17,found,1979,-71.5,35.66667
Yamato 793019,1.17,found,1979,-71.5,35.66667
Yamato 793039,1.17,found,1979,-71.5,35.66667
Yamato 790490,1.18,found,1979,-71.5,35.66667
Yamato 792760,1.18,found,1979,-71.5,35.66667
Yamato 792988,1.18,found,1979,-71.5,35.66667
Yamato 793311,1.18,found,1979,-71.5,35.66667
Yamato 790103,1.19,found,1979,-71.5,35.66667
Yamato 792637,1.19,found,1979,-71.5,35.66667
Yamato 793029,1.19,found,1979,-71.5,35.66667
Yamato 793330,1.19,found,1979,-71.5,35.66667
Yamato 793036,1.2,found,1979,-71.5,35.66667
Yamato 794026,1.2,found,1979,-71.5,35.66667
Yamato 790704,1.22,found,1979,-71.5,35.66667
Yamato 790316,1.23,found,1979,-71.5,35.66667
Yamato 793005,1.23,found,1979,-71.5,35.66667
Yamato 790315,1.24,found,1979,-71.5,35.66667
Yamato 791138,1.24,found,1979,-71.5,35.66667
Yamato 791768,1.25,found,1979,-71.5,35.66667
Yamato 792636,1.25,found,1979,-71.5,35.66667
Yamato 792978,1.25,found,1979,-71.5,35.66667
Yamato 790719,1.26,found,1979,-71.5,35.66667
Yamato 790355,1.27,found,1979,-71.5,35.66667
Yamato 792984,1.28,found,1979,-71.5,35.66667
Yamato 793436,1.28,found,1979,-71.5,35.66667
Yamato 790927,1.29,found,1979,-71.5,35.66667
Yamato 790929,1.29,found,1979,-71.5,35.66667
Yamato 791766,1.29,found,1979,-71.5,35.66667
Yamato 792992,1.29,found,1979,-71.5,35.66667
Yamato 793383,1.29,found,1979,-71.5,35.66667
Yamato 790703,1.3,found,1979,-71.5,35.66667
Yamato 790926,1.3,found,1979,-71.5,35.66667
Yamato 790939,1.3,found,1979,-71.5,35.66667
Yamato 792989,1.3,found,1979,-71.5,35.66667
Yamato 791767,1.31,found,1979,-71.5,35.66667
Yamato 792691,1.31,found,1979,-71.5,35.66667
Yamato 793013,1.31,found,1979,-71.5,35.66667
Yamato 791156,1.32,found,1979,-71.5,35.66667
Yamato 791626,1.32,found,1979,-71.5,35.66667
Yamato 791818,1.32,found,1979,-71.5,35.66667
Yamato 790318,1.33,found,1979,-71.5,35.66667
Yamato 791592,1.33,found,1979,-71.5,35.66667
Yamato 791765,1.33,found,1979,-71.5,35.66667
Yamato 790705,1.34,found,1979,-71.5,35.66667
Yamato 793008,1.34,found,1979,-71.5,35.66667
Yamato 793034,1.34,found,1979,-71.5,35.66667
Yamato 793006,1.35,found,1979,-71.5,35.66667
Yamato 790033,1.36,found,1979,-71.5,35.66667
Yamato 793017,1.36,found,1979,-71.5,35.66667
Yamato 793021,1.36,found,1979,-71.5,35.66667
Yamato 793308,1.36,found,1979,-71.5,35.66667
Yamato 790228,1.37,found,1979,-71.5,35.66667
Yamato 790897,1.37,found,1979,-71.5,35.66667
Yamato 790925,1.37,found,1979,-71.5,35.66667
Yamato 790938,1.37,found,1979,-71.5,35.66667
Yamato 792635,1.37,found,1979,-71.5,35.66667
Yamato 792638,1.37,found,1979,-71.5,35.66667
Yamato 793528,1.37,found,1979,-71.5,35.66667
Yamato 790040,1.38,found,1979,-71.5,35.66667
Yamato 790935,1.38,found,1979,-71.5,35.66667
Yamato 791853,1.38,found,1979,-71.5,35.66667
Yamato 793312,1.38,found,1979,-71.5,35.66667
